HSL:2246;701;246;Espoon keskus-Röylä-Bodom-Espoon keskus
HSL:2245;701;245;Espoon keskus-Nuuksionpää
HSL:2218;701;218;Elielinaukio-Leppävaara-Lähderanta-Jupperi
HSL:2217;701;217;Elielinaukio-Leppävaara-Karamalmi-Lähderanta-Jupperi
HSL:2215;701;215;Leppävaara-Jupperi-Lähderanta
HSL:2214;701;214;Leppävaara-Rastaala-Veini-Jupperi
HSL:2213;701;213;Kamppi-Meilahti-Suvela-Espoon keskus-Kauklahti
HSL:2212;701;212;Kamppi-Meilahti-Laajalahti-Kauniainen
HSL:2219;701;219;Leppävaara-Karakallio-Lähderanta-Järvenperä
HSL:2207;704;207;Leppävaara-Lintukorpi
HSL:2206;701;206;Kamppi-Meilahti-Etelä-Leppävaara-Kera
HSL:2203;701;203;Laajalahti-Nuijala-Leppävaara-Uusmäki
HSL:2202;701;202;Leppävaara-Helmipöllönmäki
HSL:2201;704;201;Leppävaara-Mäkkylä-Pitäjänmäki- Pajamäki
HSL:9987B;701;987B1;Nikkilä-Pornainen
HSL:9989J;701;989J;Jokimäki-Pornainen-Järvenpää as.
HSL:9989B;701;989B;Jokimäki-Laukkoski-Pornainen-Pihlajamäki
HSL:9785;701;785;Rautatientori-Jokivarsi-Nikkilä
HSL:9788;701;788;Rautatientori-Jokivarsi-Nikkilä-Hinthaara-Porvoo
HSL:9786;701;786;Rautatientori-Jokivarsi-Nikkilä-Järvenpään asema
HSL:9787;701;787;Rautatientori-Jokivarsi-Nikkilä-Pornainen
HSL:9984K;701;984K;Hindsby (Knuters)-Nikkilä- Mårsbackantie-Talma
HSL:2553K;701;553K;Hakunila-Malmi-Maunula-Leppävaara
HSL:9985K;701;985K;Nikkilä-Bastukärr-Neulasniitty-Talma-Keravan asema
HSL:2582KB;701;582KB;Espoon keskus-Koskelo-Juvanmalmi-Kalajärvi
HSL:9986B;701;986B;Nikkilä-Etelä-Paippinen-Rajakulma
HSL:9738;701;738;Rautatientori-Kerava
HSL:7190;700;190;Helsinki-Länsiväylä-Jorvaksentie (-Inkoo)
HSL:4560;702;560;Rastila (M)-Vuosaari (M)-Kontula (M)-Malmi-Myyrmäki
HSL:4561;701;561;Itäkeskus (M) - Malmi - Aviapolis - Lentoasema
HSL:4562;701;562;Mellunmäki - Tikkurila - Aviapolis
HSL:4555;701;555;Lauttasaari (M)-Martinlaakso
HSL:5510B;701;510B;Myyrmäki-Leppävaara
HSL:1811K;704;811K;Mellunmäki-Länsimäki-Rajakylä
HSL:4518;701;518;Ilmala-Pasila-Kuninkaanmäki
HSL:31M2;1;M2;Ruoholahti - Mellunmäki
HSL:31M1;1;M1;Ruoholahti - Vuosaari
HSL:1811B;704;811B;Kivikko-Kontula-Mellunmäki
HSL:4572K;701;572K;Mellunmäki-Myyrmäki
HSL:4444T;701;444T;Kivistö-Katriinan sairaala-Tapola-Pirttiranta-Riipilä
HSL:4311A;701;311A;Tikkurila-Myyrmäki-Hämeenkylä
HSL:4445T;701;445T;Kivistö-Katriinan sairaala-Tapola-Reuna
HSL:4443K;701;443K;Kivistö-Luhtaanmäki-Vestra
HSL:4576;701;576;Tikkurila-Seutula-Kivistö
HSL:4571;701;571;Tikkurila-Myyrmäki-Varisto
HSL:4572;701;572;Mellunmäki-Myyrmäki
HSL:4573;701;573;Aviapolis-Ylästö-Vantaankoski
HSL:4574;701;574;Peijas-Myyrmäki
HSL:4575;701;575;Tikkurila-Martinlaakso
HSL:4587;701;587;Mellunmäki-Leppäkorpi
HSL:4588;701;588;Länsisalmi-Sotungin koulu
HSL:4717AK;701;717AK;Sotunki-Hakunila-Jakomäki-Rautatientori
HSL:7962BV;700;962BV;Aviapolis-Hyrylä
HSL:2019;701;19;Tapiola-Espoon keskus-Tuomarilan asema
HSL:2018;701;18;Tapiola-Kauniainen-Espoon keskus-Kauklahti
HSL:2016;701;16;Matinkylä-Olari-Henttaa
HSL:2015;701;15;Otaniemi-Jupperi
